Press (GPa)	Temp (K)	Density (gcm^-3)	dT/dP_S (K/GPa)
0.011173591	574.698795	0.714348531	448.267756
0.011173591	578.313253	0.70599811	472.978493
0.011173591	581.927711	0.697243023	500.523222
0.011173591	585.542169	0.688022492	531.507401
0.011173591	589.156627	0.678258611	566.744641
0.011173591	592.771084	0.0635923136	11233.7739
0.011173591	596.385542	0.0615636652	11475.4804
0.011173591	600	0.0598165816	11680.617
0.011173591	603.614458	0.0582786593	11860.89
0.011173591	607.228916	0.0569033991	12023.5089
0.011173591	610.843373	0.0556588456	12173.061
0.011173591	614.457831	0.0545219273	12312.5521
0.011173591	618.072289	0.0534753525	12444.0091
0.011173591	621.686747	0.0525057771	12568.8395
0.011173591	625.301205	0.0516026603	12688.0504
0.011173591	628.915663	0.0507575142	12802.3848
0.011173591	632.53012	0.0499633939	12912.4082
0.011173591	636.144578	0.0492145395	13018.564
0.011173591	639.759036	0.0485061181	13121.2097
0.011173591	643.373494	0.0478340326	13220.6413
0.011173591	646.987952	0.0471947792	13317.1092
0.011173591	650.60241	0.0465853371	13410.8297
0.011173591	654.216867	0.0460030834	13501.9927
0.011173591	657.831325	0.0454457262	13590.7671
0.011173591	661.445783	0.0449112512	13677.3046
0.011173591	665.060241	0.0443978781	13761.7431
0.011173591	668.674699	0.0439040266	13844.2084
0.011173591	672.289157	0.0434282867	13924.8163
0.011173591	675.903614	0.0429693959	14003.6734
0.011173591	679.518072	0.0425262188	14080.8788
0.011173591	683.13253	0.0420977312	14156.5243
0.011173591	686.746988	0.0416830057	14230.6954
0.011173591	690.361446	0.0412811999	14303.4721
0.011173591	693.975904	0.0408915467	14374.9288
0.011173591	697.590361	0.0405133454	14445.1353
0.011173591	701.204819	0.0401459542	14514.1571
0.011173591	704.819277	0.0397887842	14582.0554
0.011173591	708.433735	0.0394412932	14648.8876
0.011173591	712.048193	0.0391029813	14714.7077
0.011173591	715.662651	0.0387733866	14779.5665
0.011173591	719.277108	0.0384520813	14843.5114
0.011173591	722.891566	0.0381386687	14906.5872
0.011173591	726.506024	0.0378327798	14968.8362
0.011173591	730.120482	0.0375340714	15030.2978
0.011173591	733.73494	0.0372422231	15091.0093
0.011173591	737.349398	0.036956936	15151.0059
0.011173591	740.963855	0.0366779303	15210.3206
0.011173591	744.578313	0.0364049439	15268.9845
0.011173591	748.192771	0.036137731	15327.0271
0.011173591	751.807229	0.0358760606	15384.4758
0.011173591	755.421687	0.0356197156	15441.3569
0.011173591	759.036145	0.0353684913	15497.6949
0.011173591	762.650602	0.0351221952	15553.513
0.011173591	766.26506	0.034880645	15608.8332
0.011173591	769.879518	0.0346436688	15663.676
0.011173591	773.493976	0.034411104	15718.0612
0.011173591	777.108434	0.0341827965	15772.007
0.011173591	780.722892	0.0339586003	15825.5309
0.011173591	784.337349	0.033738377	15878.6494
0.011173591	787.951807	0.0335219949	15931.3781
0.011173591	791.566265	0.0333093291	15983.7318
0.011173591	795.180723	0.0331002607	16035.7244
0.011173591	798.795181	0.0328946763	16087.3691
0.011173591	802.409639	0.0326924682	16138.6785
0.011173591	806.024096	0.0324935335	16189.6644
0.011173591	809.638554	0.0322977739	16240.338
0.011173591	813.253012	0.0321050958	16290.7101
0.011173591	816.86747	0.0319154095	16340.7908
0.011173591	820.481928	0.0317286293	16390.5896
0.011173591	824.096386	0.0315446733	16440.1157
0.011173591	827.710843	0.0313634628	16489.3778
0.011173591	831.325301	0.0311849226	16538.3841
0.011173591	834.939759	0.0310089806	16587.1425
0.011173591	838.554217	0.0308355674	16635.6605
0.011173591	842.168675	0.0306646168	16683.9451
0.011173591	845.783133	0.0304960647	16732.0032
0.011173591	849.39759	0.0303298499	16779.8411
0.011173591	853.012048	0.0301659134	16827.4652
0.011173591	856.626506	0.0300041983	16874.8812
0.011173591	860.240964	0.0298446501	16922.0948
0.011173591	863.855422	0.0296872161	16969.1114
0.011173591	867.46988	0.0295318456	17015.936
0.011173591	871.084337	0.0293784898	17062.5737
0.011173591	874.698795	0.0292271015	17109.0291
0.011173591	878.313253	0.0290776352	17155.3067
0.011173591	881.927711	0.028930047	17201.4109
0.011173591	885.542169	0.0287842945	17247.3457
0.011173591	889.156627	0.0286403368	17293.1153
0.011173591	892.771084	0.0284981342	17338.7233
0.011173591	896.385542	0.0283576485	17384.1736
0.011173591	900	0.0282188426	17429.4695
0.011173591	903.614458	0.0280816808	17474.6146
0.011173591	907.228916	0.0279461282	17519.612
0.011173591	910.843373	0.0278121514	17564.465
0.011173591	914.457831	0.0276797177	17609.1767
0.011173591	918.072289	0.0275487957	17653.7498
0.011173591	921.686747	0.0274193548	17698.1874
0.011173591	925.301205	0.0272913652	17742.492
0.011173591	928.915663	0.0271647984	17786.6665
0.011173591	932.53012	0.0270396263	17830.7133
0.011173591	936.144578	0.0269158218	17874.6349
0.011173591	939.759036	0.0267933587	17918.4337
0.011173591	943.373494	0.0266722115	17962.1122
0.011173591	946.987952	0.0265523553	18005.6725
0.011173591	950.60241	0.0264337659	18049.1168
0.011173591	954.216867	0.02631642	18092.4473
0.011173591	957.831325	0.0262002947	18135.666
0.011173591	961.445783	0.0260853679	18178.775
0.011173591	965.060241	0.025971618	18221.7762
0.011173591	968.674699	0.025859024	18264.6716
0.011173591	972.289157	0.0257475654	18307.463
0.011173591	975.903614	0.0256372224	18350.1523
0.011173591	979.518072	0.0255279756	18392.7411
0.011173591	983.13253	0.0254198061	18435.2312
0.011173591	986.746988	0.0253126954	18477.6244
0.011173591	990.361446	0.0252066258	18519.9222
0.011173591	993.975904	0.0251015796	18562.1262
0.011173591	997.590361	0.0249975399	18604.2381
0.011173591	1001.20482	0.02489449	18646.2594
0.011173591	1004.81928	0.0247924138	18688.1916
0.011173591	1008.43373	0.0246912954	18730.0362
0.011173591	1012.04819	0.0245911193	18771.7945
0.011173591	1015.66265	0.0244918705	18813.4681
0.011173591	1019.27711	0.0243935344	18855.0583
0.011173591	1022.89157	0.0242960964	18896.5665
0.011173591	1026.50602	0.0241995427	18937.994
0.011173591	1030.12048	0.0241038594	18979.3421
0.011173591	1033.73494	0.0240090333	19020.6121
0.011173591	1037.3494	0.0239150511	19061.8052
0.011173591	1040.96386	0.0238219002	19102.9228
0.011173591	1044.57831	0.023729568	19143.966
0.011173591	1048.19277	0.0236380423	19184.9361
0.011173591	1051.80723	0.0235473111	19225.8341
0.011173591	1055.42169	0.0234573627	19266.6613
0.011173591	1059.03614	0.0233681857	19307.4189
0.011173591	1062.6506	0.023279769	19348.1078
0.011173591	1066.26506	0.0231921014	19388.7293
0.011173591	1069.87952	0.0231051724	19429.2844
0.011173591	1073.49398	0.0230189714	19469.7742
0.011173591	1077.10843	0.0229334882	19510.1997
0.011173591	1080.72289	0.0228487126	19550.562
0.011173591	1084.33735	0.0227646348	19590.8621
0.011173591	1087.95181	0.0226812453	19631.101
0.011173591	1091.56627	0.0225985344	19671.2798
0.011173591	1095.18072	0.0225164929	19711.3993
0.011173591	1098.79518	0.0224351118	19751.4605
0.011173591	1102.40964	0.0223543822	19791.4645
0.011173591	1106.0241	0.0222742953	19831.4121
0.011173591	1109.63855	0.0221948425	19871.3043
0.011173591	1113.25301	0.0221160156	19911.142
0.011173591	1116.86747	0.0220378062	19950.9261
0.011173591	1120.48193	0.0219602063	19990.6574
0.011173591	1124.09639	0.0218832079	20030.3369
0.011173591	1127.71084	0.0218068034	20069.9654
0.011173591	1131.3253	0.0217309851	20109.5438
0.011173591	1134.93976	0.0216557455	20149.0729
0.011173591	1138.55422	0.0215810773	20188.5535
0.011173591	1142.16867	0.0215069733	20227.9866
0.011173591	1145.78313	0.0214334264	20267.3728
0.011173591	1149.39759	0.0213604297	20306.713
0.011173591	1153.01205	0.0212879764	20346.008
0.011173591	1156.62651	0.0212160597	20385.2585
0.011173591	1160.24096	0.0211446732	20424.4654
0.011173591	1163.85542	0.0210738103	20463.6294
0.011173591	1167.46988	0.0210034648	20502.7512
0.011173591	1171.08434	0.0209336303	20541.8316
0.011173591	1174.6988	0.0208643008	20580.8713
0.011173591	1178.31325	0.0207954703	20619.8711
0.011173591	1181.92771	0.0207271329	20658.8317
0.011173591	1185.54217	0.0206592827	20697.7537
0.011173591	1189.15663	0.0205919141	20736.638
0.011173591	1192.77108	0.0205250214	20775.485
0.011173591	1196.38554	0.0204585991	20814.2957
0.011173591	1200	0.0203926418	20853.0705
0.0118110676	300	1.0017499	20.6636415
0.0118110676	303.614458	1.0006588	23.1404382
0.0118110676	307.228916	0.999462822	25.556554
0.0118110676	310.843373	0.99816776	27.9237285
0.0118110676	314.457831	0.996778724	30.2519885
0.0118110676	318.072289	0.99530024	32.549972
0.0118110676	321.686747	0.993736334	34.8251826
0.0118110676	325.301205	0.992090605	37.0841908
0.0118110676	328.915663	0.990366273	39.3327974
0.0118110676	332.53012	0.988566238	41.5761654
0.0118110676	336.144578	0.98669311	43.8189288
0.0118110676	339.759036	0.984749245	46.0652832
0.0118110676	343.373494	0.982736773	48.319061
0.0118110676	346.987952	0.980657623	50.5837951
0.0118110676	350.60241	0.97851354	52.8627733
0.0118110676	354.216867	0.976306101	55.1590845
0.0118110676	357.831325	0.974036735	57.4756584
0.0118110676	361.445783	0.971706729	59.8153003
0.0118110676	365.060241	0.969317241	62.1807214
0.0118110676	368.674699	0.966869312	64.5745656
0.0118110676	372.289157	0.964363869	66.9994329
0.0118110676	375.903614	0.961801734	69.4579013
0.0118110676	379.518072	0.959183631	71.9525453
0.0118110676	383.13253	0.956510188	74.4859546
0.0118110676	386.746988	0.953781943	77.0607494
0.0118110676	390.361446	0.950999348	79.679597
0.0118110676	393.975904	0.94816277	82.3452256
0.0118110676	397.590361	0.945272496	85.0604388
0.0118110676	401.204819	0.942328733	87.8281297
0.0118110676	404.819277	0.939331608	90.6512945
0.0118110676	408.433735	0.936281174	93.5330462
0.0118110676	412.048193	0.933177407	96.4766291
0.0118110676	415.662651	0.930020205	99.485433
0.0118110676	419.277108	0.926809392	102.563009
0.0118110676	422.891566	0.923544716	105.713084
0.0118110676	426.506024	0.920225847	108.939579
0.0118110676	430.120482	0.916852376	112.246628
0.0118110676	433.73494	0.913423816	115.638595
0.0118110676	437.349398	0.909939598	119.120096
0.0118110676	440.963855	0.906399069	122.696022
0.0118110676	444.578313	0.902801488	126.371566
0.0118110676	448.192771	0.899146027	130.152248
0.0118110676	451.807229	0.895431763	134.043943
0.0118110676	455.421687	0.891657677	138.052923
0.0118110676	459.036145	0.887822646	142.185883
0.0118110676	462.650602	0.883925442	146.449993
0.0118110676	466.26506	0.879964721	150.852937
0.0118110676	469.879518	0.87593902	155.402966
0.0118110676	473.493976	0.871846748	160.10896
0.0118110676	477.108434	0.867686176	164.980491
0.0118110676	480.722892	0.863455428	170.027896
0.0118110676	484.337349	0.859152472	175.262364
0.0118110676	487.951807	0.854775103	180.696032
0.0118110676	491.566265	0.85032093	186.342093
0.0118110676	495.180723	0.845787365	192.214922
0.0118110676	498.795181	0.841171594	198.330225
0.0118110676	502.409639	0.836470564	204.7052
0.0118110676	506.024096	0.831680957	211.358736
0.0118110676	509.638554	0.826799159	218.311638
0.0118110676	513.253012	0.821821228	225.586893
0.0118110676	516.86747	0.816742861	233.209979
0.0118110676	520.481928	0.811559343	241.209236
0.0118110676	524.096386	0.806265502	249.616301
0.0118110676	527.710843	0.800855643	258.466633
0.0118110676	531.325301	0.795323481	267.800139
0.0118110676	534.939759	0.789662057	277.661935
0.0118110676	538.554217	0.78386363	288.103273
0.0118110676	542.168675	0.777919563	299.182672
0.0118110676	545.783133	0.771820169	310.96733
0.0118110676	549.39759	0.765554532	323.534873
0.0118110676	553.012048	0.759110284	336.97557
0.0118110676	556.626506	0.752473326	351.39515
0.0118110676	560.240964	0.745627474	366.918431
0.0118110676	563.855422	0.738554015	383.69407
0.0118110676	567.46988	0.731231123	401.900855
0.0118110676	571.084337	0.723633104	421.756192
0.0118110676	574.698795	0.715729376	443.527789
0.0118110676	578.313253	0.707483084	467.550087
0.0118110676	581.927711	0.698849161	494.248021
0.0118110676	585.542169	0.689771552	524.172488
0.0118110676	589.156627	0.680179069	558.055378
0.0118110676	592.771084	0.669978985	596.89915
0.0118110676	596.385542	0.659046544	642.131547
0.0118110676	600	0.0663841308	10855.2811
0.0118110676	603.614458	0.0643384373	11061.1465
0.0118110676	607.228916	0.0625599427	11240.4199
0.0118110676	610.843373	0.0609845908	11401.0858
0.0118110676	614.457831	0.0595697018	11548.1232
0.0118110676	618.072289	0.0582851781	11684.7508
0.0118110676	621.686747	0.0571088785	11813.1186
0.0118110676	625.301205	0.0560239755	11934.7103
0.0118110676	628.915663	0.0550173442	12050.5823
0.0118110676	632.53012	0.0540785299	12161.5115
0.0118110676	636.144578	0.053199058	12268.087
0.0118110676	639.759036	0.0523719575	12370.7696
0.0118110676	643.373494	0.0515914205	12469.9297
0.0118110676	646.987952	0.0508525555	12565.8726
0.0118110676	650.60241	0.0501512029	12658.8561
0.0118110676	654.216867	0.0494837951	12749.1019
0.0118110676	657.831325	0.0488472489	12836.8037
0.0118110676	661.445783	0.0482388818	12922.1334
0.0118110676	665.060241	0.0476563451	13005.2448
0.0118110676	668.674699	0.0470975708	13086.2771
0.0118110676	672.289157	0.0465607288	13165.3573
0.0118110676	675.903614	0.0460441919	13242.6013
0.0118110676	679.518072	0.0455465068	13318.1164
0.0118110676	683.13253	0.0450663701	13392.0012
0.0118110676	686.746988	0.044602609	13464.3476
0.0118110676	690.361446	0.044154164	13535.2408
0.0118110676	693.975904	0.043720075	13604.7602
0.0118110676	697.590361	0.0432994692	13672.9798
0.0118110676	701.204819	0.0428915512	13739.9689
0.0118110676	704.819277	0.0424955938	13805.7923
0.0118110676	708.433735	0.0421109306	13870.5108
0.0118110676	712.048193	0.0417369494	13934.181
0.0118110676	715.662651	0.0413730865	13996.8566
0.0118110676	719.277108	0.041018822	14058.5874
0.0118110676	722.891566	0.0406736749	14119.4207
0.0118110676	726.506024	0.0403371998	14179.4005
0.0118110676	730.120482	0.0400089831	14238.5686
0.0118110676	733.73494	0.0396886405	14296.964
0.0118110676	737.349398	0.0393758136	14354.6235
0.0118110676	740.963855	0.0390701686	14411.5818
0.0118110676	744.578313	0.0387713933	14467.8716
0.0118110676	748.192771	0.0384791956	14523.5234
0.0118110676	751.807229	0.0381933017	14578.5664
0.0118110676	755.421687	0.0379134548	14633.0277
0.0118110676	759.036145	0.0376394137	14686.9332
0.0118110676	762.650602	0.0373709513	14740.3071
0.0118110676	766.26506	0.0371078537	14793.1724
0.0118110676	769.879518	0.0368499193	14845.5507
0.0118110676	773.493976	0.0365969577	14897.4623
0.0118110676	777.108434	0.0363487888	14948.9266
0.0118110676	780.722892	0.0361052426	14999.9618
0.0118110676	784.337349	0.0358661578	15050.5851
0.0118110676	787.951807	0.0356313814	15100.8128
0.0118110676	791.566265	0.0354007686	15150.6603
0.0118110676	795.180723	0.0351741815	15200.1422
0.0118110676	798.795181	0.0349514891	15249.2722
0.0118110676	802.409639	0.034732567	15298.0635
0.0118110676	806.024096	0.0345172964	15346.5283
0.0118110676	809.638554	0.0343055644	15394.6785
0.0118110676	813.253012	0.0340972632	15442.5251
0.0118110676	816.86747	0.0338922898	15490.0787
0.0118110676	820.481928	0.0336905459	15537.3493
0.0118110676	824.096386	0.0334919377	15584.3464
0.0118110676	827.710843	0.0332963753	15631.079
0.0118110676	831.325301	0.0331037728	15677.5557
0.0118110676	834.939759	0.0329140477	15723.7847
0.0118110676	838.554217	0.0327271211	15769.7737
0.0118110676	842.168675	0.0325429175	15815.5301
0.0118110676	845.783133	0.0323613641	15861.0609
0.0118110676	849.39759	0.0321823913	15906.3729
0.0118110676	853.012048	0.0320059322	15951.4725
0.0118110676	856.626506	0.0318319223	15996.3656
0.0118110676	860.240964	0.0316602998	16041.0582
0.0118110676	863.855422	0.0314910051	16085.5558
0.0118110676	867.46988	0.031323981	16129.8637
0.0118110676	871.084337	0.0311591723	16173.987
0.0118110676	874.698795	0.0309965256	16217.9305
0.0118110676	878.313253	0.0308359899	16261.6989
0.0118110676	881.927711	0.0306775156	16305.2966
0.0118110676	885.542169	0.030521055	16348.728
0.0118110676	889.156627	0.0303665621	16391.997
0.0118110676	892.771084	0.0302139924	16435.1077
0.0118110676	896.385542	0.0300633028	16478.0638
0.0118110676	900	0.029914452	16520.8689
0.0118110676	903.614458	0.0297673996	16563.5265
0.0118110676	907.228916	0.0296221069	16606.0399
0.0118110676	910.843373	0.0294785363	16648.4124
0.0118110676	914.457831	0.0293366514	16690.6472
0.0118110676	918.072289	0.0291964169	16732.7471
0.0118110676	921.686747	0.0290577987	16774.7151
0.0118110676	925.301205	0.0289207637	16816.554
0.0118110676	928.915663	0.0287852799	16858.2665
0.0118110676	932.53012	0.0286513161	16899.8551
0.0118110676	936.144578	0.0285188422	16941.3224
0.0118110676	939.759036	0.028387829	16982.6709
0.0118110676	943.373494	0.0282582479	17023.9029
0.0118110676	946.987952	0.0281300715	17065.0206
0.0118110676	950.60241	0.0280032729	17106.0264
0.0118110676	954.216867	0.0278778261	17146.9223
0.0118110676	957.831325	0.0277537058	17187.7104
0.0118110676	961.445783	0.0276308874	17228.3929
0.0118110676	965.060241	0.0275093471	17268.9715
0.0118110676	968.674699	0.0273890614	17309.4484
0.0118110676	972.289157	0.0272700079	17349.8253
0.0118110676	975.903614	0.0271521645	17390.104
0.0118110676	979.518072	0.0270355098	17430.2863
0.0118110676	983.13253	0.0269200229	17470.374
0.0118110676	986.746988	0.0268056834	17510.3687
0.0118110676	990.361446	0.0266924717	17550.2721
0.0118110676	993.975904	0.0265803683	17590.0857
0.0118110676	997.590361	0.0264693546	17629.8112
0.0118110676	1001.20482	0.0263594121	17669.45
0.0118110676	1004.81928	0.0262505231	17709.0036
0.0118110676	1008.43373	0.02614267	17748.4736
0.0118110676	1012.04819	0.026035836	17787.8613
0.0118110676	1015.66265	0.0259300043	17827.1681
0.0118110676	1019.27711	0.0258251589	17866.3955
0.0118110676	1022.89157	0.025721284	17905.5446
0.0118110676	1026.50602	0.025618364	17944.617
0.0118110676	1030.12048	0.0255163841	17983.6138
0.0118110676	1033.73494	0.0254153293	18022.5363
0.0118110676	1037.3494	0.0253151855	18061.3857
0.0118110676	1040.96386	0.0252159385	18100.1634
0.0118110676	1044.57831	0.0251175747	18138.8703
0.0118110676	1048.19277	0.0250200806	18177.5079
0.0118110676	1051.80723	0.0249234432	18216.0771
0.0118110676	1055.42169	0.0248276495	18254.5791
0.0118110676	1059.03614	0.0247326872	18293.015
0.0118110676	1062.6506	0.0246385439	18331.386
0.0118110676	1066.26506	0.0245452076	18369.6931
0.0118110676	1069.87952	0.0244526667	18407.9373
0.0118110676	1073.49398	0.0243609096	18446.1197
0.0118110676	1077.10843	0.0242699251	18484.2414
0.0118110676	1080.72289	0.0241797022	18522.3032
0.0118110676	1084.33735	0.0240902301	18560.3063
0.0118110676	1087.95181	0.0240014984	18598.2516
0.0118110676	1091.56627	0.0239134966	18636.1401
0.0118110676	1095.18072	0.0238262146	18673.9726
0.0118110676	1098.79518	0.0237396426	18711.7503
0.0118110676	1102.40964	0.0236537709	18749.4738
0.0118110676	1106.0241	0.0235685899	18787.1443
0.0118110676	1109.63855	0.0234840903	18824.7625
0.0118110676	1113.25301	0.0234002629	18862.3293
0.0118110676	1116.86747	0.0233170989	18899.8457
0.0118110676	1120.48193	0.0232345894	18937.3124
0.0118110676	1124.09639	0.0231527258	18974.7303
0.0118110676	1127.71084	0.0230714996	19012.1003
0.0118110676	1131.3253	0.0229909027	19049.4232
0.0118110676	1134.93976	0.0229109267	19086.6997
0.0118110676	1138.55422	0.0228315639	19123.9307
0.0118110676	1142.16867	0.0227528063	19161.117
0.0118110676	1145.78313	0.0226746462	19198.2594
0.0118110676	1149.39759	0.0225970762	19235.3586
0.0118110676	1153.01205	0.0225200889	19272.4153
0.0118110676	1156.62651	0.0224436768	19309.4304
0.0118110676	1160.24096	0.0223678331	19346.4045
0.0118110676	1163.85542	0.0222925505	19383.3384
0.0118110676	1167.46988	0.0222178223	19420.2329
0.0118110676	1171.08434	0.0221436418	19457.0885
0.0118110676	1174.6988	0.0220700021	19493.9061
0.0118110676	1178.31325	0.021996897	19530.6863
0.0118110676	1181.92771	0.0219243199	19567.4298
0.0118110676	1185.54217	0.0218522645	19604.1373
0.0118110676	1189.15663	0.0217807247	19640.8095
0.0118110676	1192.77108	0.0217096944	19677.4469
0.0118110676	1196.38554	0.0216391677	19714.0503
0.0118110676	1200	0.0215691386	19750.6203
0.0124849136	300	1.00204488	20.7131346
0.0124849136	303.614458	1.00095137	23.1804664
0.0124849136	307.228916	0.999753418	25.5877203
0.0124849136	310.843373	0.998456795	27.9465396
0.0124849136	314.457831	0.997066573	30.2668695
0.0124849136	318.072289	0.995587251	32.5572777
0.0124849136	321.686747	0.994022829	34.8252064
0.0124849136	325.301205	0.992376883	37.0771724
0.0124849136	328.915663	0.990652618	39.3189287
0.0124849136	332.53012	0.988852917	41.5555956
0.0124849136	336.144578	0.986980375	43.7917685
0.0124849136	339.759036	0.985037337	46.0316078
0.0124849136	343.373494	0.983025926	48.2789134
0.0124849136	346.987952	0.980948059	50.5371881
0.0124849136	350.60241	0.978805475	52.8096914
0.0124849136	354.216867	0.976599747	55.0994852
0.0124849136	357.831325	0.974332297	57.4094735
0.0124849136	361.445783	0.97200441	59.7424367
0.0124849136	365.060241	0.969617241	62.1010617
0.0124849136	368.674699	0.967171829	64.4879683
0.0124849136	372.289157	0.964669101	66.9057326
0.0124849136	375.903614	0.962109879	69.3569083
0.0124849136	379.518072	0.959494886	71.8440459
0.0124849136	383.13253	0.956824753	74.3697097
0.0124849136	386.746988	0.954100021	76.9364948
0.0124849136	390.361446	0.951321143	79.5470415
0.0124849136	393.975904	0.948488491	82.2040505
0.0124849136	397.590361	0.945602355	84.9102964
0.0124849136	401.204819	0.942662948	87.6686419
0.0124849136	404.819277	0.939670403	90.4820506
0.0124849136	408.433735	0.936624778	93.3536014
0.0124849136	412.048193	0.933526057	96.286502
0.0124849136	415.662651	0.930374147	99.284103
0.0124849136	419.277108	0.927168881	102.349913
0.0124849136	422.891566	0.923910015	105.487615
0.0124849136	426.506024	0.920597231	108.701081
0.0124849136	430.120482	0.917230132	111.99439
0.0124849136	433.73494	0.913808243	115.371851
0.0124849136	437.349398	0.910331009	118.838017
0.0124849136	440.963855	0.906797792	122.397711
0.0124849136	444.578313	0.90320787	126.056052
0.0124849136	448.192771	0.89956043	129.818477
0.0124849136	451.807229	0.89585457	133.690776
0.0124849136	455.421687	0.892089292	137.679119
0.0124849136	459.036145	0.888263497	141.790096
0.0124849136	462.650602	0.884375981	146.030755
0.0124849136	466.26506	0.88042543	150.40865
0.0124849136	469.879518	0.876410409	154.931886
0.0124849136	473.493976	0.872329361	159.609179
0.0124849136	477.108434	0.868180594	164.449919
0.0124849136	480.722892	0.863962272	169.464242
0.0124849136	484.337349	0.859672406	174.66311
0.0124849136	487.951807	0.85530884	180.058402
0.0124849136	491.566265	0.850869238	185.663023
0.0124849136	495.180723	0.846351069	191.491025
0.0124849136	498.795181	0.841751586	197.557742
0.0124849136	502.409639	0.837067812	203.879952
0.0124849136	506.024096	0.832296508	210.476064
0.0124849136	509.638554	0.827434153	217.366332
0.0124849136	513.253012	0.82247691	224.573107
0.0124849136	516.86747	0.817420592	232.121134
0.0124849136	520.481928	0.812260617	240.037901
0.0124849136	524.096386	0.806991963	248.354052
0.0124849136	527.710843	0.80160911	257.103878
0.0124849136	531.325301	0.79610597	266.325911
0.0124849136	534.939759	0.790475813	276.063636
0.0124849136	538.554217	0.784711166	286.366357
0.0124849136	542.168675	0.778803701	297.290252
0.0124849136	545.783133	0.7727441	308.899686
0.0124849136	549.39759	0.76652188	321.268828
0.0124849136	553.012048	0.760125193	334.483689
0.0124849136	556.626506	0.753540563	348.644708
0.0124849136	560.240964	0.74675257	363.870062
0.0124849136	563.855422	0.739743434	380.299967
0.0124849136	567.46988	0.732492497	398.102341
0.0124849136	571.084337	0.724975532	417.480391
0.0124849136	574.698795	0.71716384	438.682951
0.0124849136	578.313253	0.709023018	462.018881
0.0124849136	581.927711	0.700511266	487.877634
0.0124849136	585.542169	0.691576978	516.759524
0.0124849136	589.156627	0.682155214	549.321881
0.0124849136	592.771084	0.672162338	586.452598
0.0124849136	596.385542	0.661487445	629.39385
0.0124849136	600	0.649977823	679.964831
0.0124849136	603.614458	0.0718051332	10254.3913
0.0124849136	607.228916	0.069376901	10463.454
0.0124849136	610.843373	0.0672982503	10643.3433
0.0124849136	614.457831	0.0654779988	10803.217
0.0124849136	618.072289	0.0638576815	10948.6341
0.0124849136	621.686747	0.0623972235	11083.124
0.0124849136	625.301205	0.0610677872	11209.0158
0.0124849136	628.915663	0.0598478404	11327.9024
0.0124849136	632.53012	0.0587208327	11440.9111
0.0124849136	636.144578	0.0576737424	11548.8667
0.0124849136	639.759036	0.0566961247	11652.3918
0.0124849136	643.373494	0.0557794658	11751.9716
0.0124849136	646.987952	0.0549167295	11847.9942
0.0124849136	650.60241	0.0541020312	11940.7785
0.0124849136	654.216867	0.0533303986	12030.5923
0.0124849136	657.831325	0.0525975909	12117.6649
0.0124849136	661.445783	0.0518999621	12202.1959
0.0124849136	665.060241	0.0512343546	12284.3615
0.0124849136	668.674699	0.0505980155	12364.3189
0.0124849136	672.289157	0.0499885304	12442.2096
0.0124849136	675.903614	0.0494037703	12518.1622
0.0124849136	679.518072	0.0488418482	12592.2942
0.0124849136	683.13253	0.0483010843	12664.7132
0.0124849136	686.746988	0.0477799763	12735.5188
0.0124849136	690.361446	0.0472771759	12804.8029
0.0124849136	693.975904	0.0467914681	12872.6507
0.0124849136	697.590361	0.0463217547	12939.1415
0.0124849136	701.204819	0.0458670394	13004.3493
0.0124849136	704.819277	0.0454264161	13068.3429
0.0124849136	708.433735	0.044999058	13131.1869
0.0124849136	712.048193	0.0445842091	13192.9416
0.0124849136	715.662651	0.0441811758	13253.6634
0.0124849136	719.277108	0.0437893208	13313.4053
0.0124849136	722.891566	0.043408057	13372.217
0.0124849136	726.506024	0.0430368422	13430.145
0.0124849136	730.120482	0.0426751751	13487.2333
0.0124849136	733.73494	0.0423225907	13543.5229
0.0124849136	737.349398	0.0419786576	13599.0526
0.0124849136	740.963855	0.0416429743	13653.8589
0.0124849136	744.578313	0.0413151666	13707.976
0.0124849136	748.192771	0.0409948856	13761.4361
0.0124849136	751.807229	0.0406818049	13814.2698
0.0124849136	755.421687	0.0403756191	13866.5056
0.0124849136	759.036145	0.0400760419	13918.1706
0.0124849136	762.650602	0.0397828047	13969.2902
0.0124849136	766.26506	0.0394956548	14019.8884
0.0124849136	769.879518	0.0392143546	14069.9879
0.0124849136	773.493976	0.0389386802	14119.6101
0.0124849136	777.108434	0.0386684204	14168.7752
0.0124849136	780.722892	0.0384033758	14217.5023
0.0124849136	784.337349	0.0381433578	14265.8094
0.0124849136	787.951807	0.0378881881	14313.7135
0.0124849136	791.566265	0.0376376976	14361.2307
0.0124849136	795.180723	0.0373917262	14408.3764
0.0124849136	798.795181	0.0371501218	14455.1648
0.0124849136	802.409639	0.0369127399	14501.6097
0.0124849136	806.024096	0.0366794434	14547.724
0.0124849136	809.638554	0.0364501014	14593.52
0.0124849136	813.253012	0.0362245896	14639.0091
0.0124849136	816.86747	0.0360027894	14684.2026
0.0124849136	820.481928	0.0357845878	14729.1107
0.0124849136	824.096386	0.0355698766	14773.7435
0.0124849136	827.710843	0.0353585529	14818.1103
0.0124849136	831.325301	0.0351505181	14862.22
0.0124849136	834.939759	0.0349456778	14906.0813
0.0124849136	838.554217	0.0347439419	14949.702
0.0124849136	842.168675	0.0345452239	14993.09
0.0124849136	845.783133	0.034349441	15036.2525
